date,Conventional mortgage - 1-year,Conventional mortgage - 5-year,Conventional mortgage - 3-year,Prime rate
2004-04-07,4.45,5.95,5.3,4
2004-04-14,4.45,5.95,5.3,3.75
2004-04-21,4.45,6.15,5.5,3.75
2004-04-28,4.45,6.15,5.55,3.75
2004-05-05,4.45,6.15,5.55,3.75
2004-05-12,4.55,6.4,5.75,3.75
2004-05-19,4.55,6.4,5.75,3.75
2004-05-26,4.55,6.55,5.8,3.75
2004-06-02,4.55,6.5,5.8,3.75
2004-06-09,4.45,6.5,6.1,3.75
2004-06-16,4.7,6.7,6.1,3.75
2004-06-23,4.7,6.7,6.1,3.75
2004-06-30,4.7,6.7,6.1,3.75
2004-07-07,4.7,6.7,5.95,3.75
2004-07-14,4.6,6.55,5.9,3.75
2004-07-21,4.6,6.55,5.9,3.75
2004-07-28,4.6,6.55,5.9,3.75
2004-08-04,4.6,6.55,5.9,3.75
2004-08-11,4.4,6.3,5.7,3.75
2004-08-18,4.4,6.3,5.7,3.75
2004-08-25,4.4,6.3,5.7,3.75
2004-09-01,4.6,6.4,5.8,3.75
2004-09-08,4.6,6.4,5.8,3.75
2004-09-15,4.8,6.45,5.9,4
2004-09-22,4.8,6.4,5.8,4
2004-09-29,4.8,6.3,5.8,4
2004-10-06,4.8,6.3,5.8,4
2004-10-13,4.9,6.5,5.85,4
2004-10-20,4.9,6.4,5.85,4.25
2004-10-27,4.9,6.4,5.85,4.25
2004-11-03,4.9,6.3,5.8,4.25
2004-11-10,4.9,6.3,5.8,4.25
2004-11-17,5,6.3,5.8,4.25
2004-11-24,5,6.3,5.8,4.25
2004-12-01,5,6.3,5.8,4.25
2004-12-08,4.9,6.15,5.7,4.25
2004-12-15,4.8,6.05,5.6,4.25
2004-12-22,4.8,6.05,5.6,4.25
2004-12-29,4.8,6.05,5.6,4.25
2005-01-05,4.8,6.05,5.6,4.25
2005-01-12,4.8,6.05,5.6,4.25
2005-01-19,4.8,6.05,5.6,4.25
2005-01-26,4.8,6.05,5.6,4.25
2005-02-02,4.8,6.05,5.6,4.25
2005-02-09,4.8,6.05,5.6,4.25
2005-02-16,4.8,6.05,5.6,4.25
2005-02-23,4.8,6.05,5.6,4.25
2005-03-02,4.8,6.05,5.6,4.25
2005-03-09,4.8,6.05,5.6,4.25
2005-03-16,4.8,6.05,5.6,4.25
2005-03-23,4.8,6.05,5.6,4.25
2005-03-30,5.05,6.25,5.85,4.25
2005-04-06,5.05,6.25,5.85,4.25
2005-04-13,5.05,6.25,5.85,4.25
2005-04-20,4.9,6.05,5.6,4.25
2005-04-27,4.9,6.05,5.6,4.25
2005-05-04,4.9,6.05,5.6,4.25
2005-05-11,4.9,6.05,5.6,4.25
2005-05-18,4.9,6.05,5.6,4.25
2005-05-25,4.85,5.95,5.6,4.25
2005-06-01,4.85,5.85,5.5,4.25
2005-06-08,4.75,5.7,5.35,4.25
2005-06-15,4.75,5.7,5.35,4.25
2005-06-22,4.75,5.7,5.35,4.25
2005-06-29,4.75,5.7,5.35,4.25
2005-07-06,4.75,5.7,5.35,4.25
2005-07-13,4.75,5.7,5.35,4.25
2005-07-20,4.9,5.8,5.4,4.25
2005-07-27,4.9,5.8,5.4,4.25
2005-08-03,4.9,5.8,5.4,4.25
2005-08-10,4.9,5.8,5.4,4.25
2005-08-17,5,5.9,5.5,4.25
2005-08-24,5,5.8,5.4,4.25
2005-08-31,5,5.8,5.4,4.25
2005-09-07,5,5.8,5.4,4.25
2005-09-14,5,5.8,5.4,4.5
2005-09-21,5,5.8,5.4,4.5
2005-09-28,5,5.8,5.4,4.5
2005-10-05,5.05,5.8,5.4,4.5
2005-10-12,5.05,5.9,5.45,4.5
2005-10-19,5.05,6,5.55,4.75
2005-10-26,5.25,6,5.6,4.75
2005-11-02,5.4,6.15,5.65,4.75
2005-11-09,5.4,6.15,5.65,4.75
2005-11-16,5.4,6.15,5.65,4.75
2005-11-23,5.4,6.15,5.65,4.75
2005-11-30,5.6,6.15,5.65,4.75
2005-12-07,5.6,6.15,5.7,5
2005-12-14,5.6,6.15,5.7,5
2005-12-21,5.8,6.3,6,5
2005-12-28,5.8,6.3,6,5
2006-01-04,5.8,6.3,6,5
2006-01-11,5.8,6.3,6,5
2006-01-18,5.8,6.3,6,5
2006-01-25,5.8,6.3,6,5.25
2006-02-01,5.8,6.3,6,5.25
2006-02-08,5.85,6.45,6.1,5.25
2006-02-15,5.85,6.45,6.1,5.25
2006-02-22,5.85,6.45,6.1,5.25
2006-03-01,5.85,6.45,6.2,5.25
2006-03-08,6.05,6.45,6.2,5.5
2006-03-15,6.05,6.45,6.2,5.5
2006-03-22,6.05,6.45,6.2,5.5
2006-03-29,6.05,6.45,6.2,5.5
2006-04-05,6.05,6.45,6.2,5.5
2006-04-12,6.15,6.6,6.3,5.5
2006-04-19,6.15,6.6,6.3,5.5
2006-04-26,6.25,6.75,6.45,5.75
2006-05-03,6.25,6.75,6.45,5.75
2006-05-10,6.25,6.75,6.45,5.75
2006-05-17,6.25,6.75,6.45,5.75
2006-05-24,6.25,6.75,6.45,5.75
2006-05-31,6.25,6.75,6.45,6
2006-06-07,6.25,6.75,6.45,6
2006-06-14,6.35,6.75,6.45,6
2006-06-21,6.5,6.75,6.55,6
2006-06-28,6.6,6.95,6.75,6
2006-07-05,6.6,6.95,6.75,6
2006-07-12,6.6,6.95,6.75,6
2006-07-19,6.6,6.95,6.75,6
2006-07-26,6.6,6.95,6.75,6
2006-08-02,6.6,6.95,6.75,6
2006-08-09,6.6,6.95,6.75,6
2006-08-16,6.6,6.95,6.75,6
2006-08-23,6.4,6.85,6.6,6
2006-08-30,6.4,6.85,6.6,6
2006-09-06,6.4,6.75,6.5,6
2006-09-13,6.4,6.75,6.5,6
2006-09-20,6.4,6.75,6.5,6
2006-09-27,6.4,6.7,6.5,6
2006-10-04,6.4,6.6,6.5,6
2006-10-11,6.4,6.6,6.5,6
2006-10-18,6.4,6.6,6.5,6
2006-10-25,6.4,6.8,6.65,6
2006-11-01,6.4,6.6,6.55,6
2006-11-08,6.4,6.6,6.55,6
2006-11-15,6.4,6.6,6.55,6
2006-11-22,6.4,6.55,6.5,6
2006-11-29,6.4,6.55,6.5,6
2006-12-06,6.4,6.5,6.5,6
2006-12-13,6.3,6.45,6.4,6
2006-12-20,6.3,6.45,6.4,6
2006-12-27,6.3,6.45,6.4,6
2007-01-03,6.3,6.45,6.4,6
2007-01-10,6.3,6.45,6.4,6
2007-01-17,6.5,6.65,6.6,6
2007-01-24,6.5,6.65,6.6,6
2007-01-31,6.5,6.65,6.6,6
2007-02-07,6.5,6.65,6.6,6
2007-02-14,6.5,6.65,6.6,6
2007-02-21,6.5,6.65,6.6,6
2007-02-28,6.5,6.65,6.6,6
2007-03-07,6.4,6.49,6.5,6
2007-03-14,6.4,6.49,6.5,6
2007-03-21,6.4,6.49,6.5,6
2007-03-28,6.4,6.49,6.5,6
2007-04-04,6.4,6.44,6.5,6
2007-04-11,6.6,6.64,6.7,6
2007-04-18,6.6,6.64,6.7,6
2007-04-25,6.6,6.64,6.7,6
2007-05-02,6.6,6.64,6.7,6
2007-05-09,6.6,6.64,6.7,6
2007-05-16,6.6,6.64,6.7,6
2007-05-23,6.75,6.84,6.95,6
2007-05-30,6.85,7.14,7.2,6
2007-06-06,6.85,7.14,7.2,6
2007-06-13,7,7.29,7.35,6
2007-06-20,7.05,7.24,7.3,6
2007-06-27,7.05,7.24,7.3,6
2007-07-04,7.05,7.24,7.3,6
2007-07-11,7.05,7.24,7.3,6.25
2007-07-18,7.05,7.24,7.3,6.25
2007-07-25,7.05,7.24,7.3,6.25
2007-08-01,7.05,7.24,7.3,6.25
2007-08-08,7.05,7.24,7.3,6.25
2007-08-15,7.05,7.24,7.3,6.25
2007-08-22,7.05,7.24,7.3,6.25
2007-08-29,7.05,7.24,7.3,6.25
2007-09-05,7.05,7.24,7.3,6.25
2007-09-12,7.05,7.24,7.3,6.25
2007-09-19,7.05,7.19,7.3,6.25
2007-09-26,7.05,7.19,7.3,6.25
2007-10-03,7.05,7.19,7.3,6.25
2007-10-10,7.05,7.19,7.3,6.25
2007-10-17,7.25,7.44,7.4,6.25
2007-10-24,7.25,7.44,7.4,6.25
2007-10-31,7.25,7.44,7.4,6.25
2007-11-07,7.25,7.44,7.4,6.25
2007-11-14,7.2,7.39,7.35,6.25
2007-11-21,7.2,7.39,7.35,6.25
2007-11-28,7.2,7.39,7.35,6.25
2007-12-05,7.2,7.39,7.35,6
2007-12-12,7.2,7.39,7.35,6
2007-12-19,7.2,7.39,7.35,6
2007-12-26,7.35,7.54,7.55,6
2008-01-02,7.35,7.54,7.55,6
2008-01-09,7.35,7.54,7.55,6
2008-01-16,7.35,7.49,7.5,6
2008-01-23,7.35,7.49,7.5,5.75
2008-01-30,7.35,7.39,7.4,5.75
2008-02-06,7.35,7.39,7.4,5.75
2008-02-13,7.35,7.39,7.4,5.75
2008-02-20,7.25,7.29,7.3,5.75
2008-02-27,7.25,7.29,7.3,5.75
2008-03-05,7.25,7.29,7.3,5.25
2008-03-12,7.25,7.29,7.3,5.25
2008-03-19,7.25,7.29,7.3,5.25
2008-03-26,7.15,7.19,7.2,5.25
2008-04-02,7.15,7.19,7.2,5.25
2008-04-09,7.15,7.19,7.2,5.25
2008-04-16,6.95,6.99,7,5.25
2008-04-23,6.95,6.99,7,4.75
2008-04-30,6.95,6.99,7,4.75
2008-05-07,6.95,6.99,7,4.75
2008-05-14,6.95,6.99,7,4.75
2008-05-21,6.95,6.99,7,4.75
2008-05-28,6.15,6.65,6.15,4.75
2008-06-04,6.15,6.65,6.15,4.75
2008-06-11,6.15,6.65,6.15,4.75
2008-06-18,6.95,7.15,6.65,4.75
2008-06-25,6.95,7.15,6.65,4.75
2008-07-02,6.95,7.15,6.65,4.75
2008-07-09,6.95,7.15,6.65,4.75
2008-07-16,6.95,7.15,6.65,4.75
2008-07-23,6.95,7.15,6.65,4.75
2008-07-30,6.95,7.15,7,4.75
2008-08-06,6.95,7.15,7,4.75
2008-08-13,6.65,6.85,6.7,4.75
2008-08-20,6.65,6.85,6.7,4.75
2008-08-27,6.65,6.85,6.7,4.75
2008-09-03,6.65,6.85,6.7,4.75
2008-09-10,6.65,6.85,6.7,4.75
2008-09-17,6.65,6.85,6.7,4.75
2008-09-24,6.65,6.85,6.7,4.75
2008-10-01,6.35,7.2,7.05,4.75
2008-10-08,6.35,7.2,7.05,4.75
2008-10-15,6.35,7.2,7.05,4.25
2008-10-22,6.35,7.2,7.05,4
2008-10-29,6.35,7.2,7.05,4
2008-11-05,6.35,7.2,7.05,4
2008-11-12,6.35,7.2,7.05,4
2008-11-19,6.35,7.2,7.05,4
2008-11-26,6.35,7.2,7.05,4
2008-12-03,5.6,6.95,6.45,4
2008-12-10,5.6,6.95,6.45,3.5
2008-12-17,5.6,6.75,6.25,3.5
2008-12-24,5.6,6.75,6.25,3.5
2008-12-31,5.6,6.75,6.25,3.5
2009-01-07,5.6,6.75,6.25,3.5
2009-01-14,5.6,6.75,6.25,3.5
2009-01-21,5,5.79,5.75,3
2009-01-28,5,5.79,5.75,3
2009-02-04,5,5.79,5.15,3
2009-02-11,5,5.79,5.15,3
2009-02-18,5,5.79,5.15,3
2009-02-25,5,5.79,5.15,3
2009-03-04,5,5.79,5.15,2.5
2009-03-11,4.5,5.79,5.15,2.5
2009-03-18,4.5,5.79,5.15,2.5
2009-03-25,4.5,5.55,4.65,2.5
2009-04-01,4.5,5.55,4.65,2.5
2009-04-08,4.2,5.45,4.45,2.5
2009-04-15,4.2,5.45,4.45,2.5
2009-04-22,4.2,5.45,4.45,2.25
2009-04-29,3.9,5.25,4.15,2.25
2009-05-06,3.9,5.25,4.15,2.25
2009-05-13,3.9,5.25,4.15,2.25
2009-05-20,3.9,5.25,4.15,2.25
2009-05-27,3.9,5.25,4.15,2.25
2009-06-03,3.9,5.45,4.15,2.25
2009-06-10,3.9,5.45,4.15,2.25
2009-06-17,3.75,5.85,4.55,2.25
2009-06-24,3.75,5.85,4.55,2.25
2009-07-01,3.75,5.85,4.55,2.25
2009-07-08,3.75,5.85,4.55,2.25
2009-07-15,3.75,5.85,4.55,2.25
2009-07-22,3.75,5.85,4.55,2.25
2009-07-29,3.75,5.85,4.55,2.25
2009-08-05,3.75,5.85,4.55,2.25
2009-08-12,3.75,5.85,4.55,2.25
2009-08-19,3.75,5.85,4.55,2.25
2009-08-26,3.75,5.85,4.55,2.25
2009-09-02,3.75,5.85,4.55,2.25
2009-09-09,3.75,5.49,4.45,2.25
2009-09-16,3.7,5.49,4.35,2.25
2009-09-23,3.7,5.49,4.35,2.25
2009-09-30,3.7,5.49,4.35,2.25
2009-10-07,3.7,5.49,4.35,2.25
2009-10-14,3.8,5.84,4.45,2.25
2009-10-21,3.8,5.84,4.45,2.25
2009-10-28,3.8,5.84,4.45,2.25
2009-11-04,3.8,5.84,4.45,2.25
2009-11-11,3.8,5.84,4.45,2.25
2009-11-18,3.8,5.84,4.45,2.25
2009-11-25,3.6,5.59,4.25,2.25
2009-12-02,3.6,5.59,4.25,2.25
2009-12-09,3.6,5.59,4.25,2.25
2009-12-16,3.6,5.49,4.25,2.25
2009-12-23,3.6,5.49,4.25,2.25
2009-12-30,3.6,5.49,4.25,2.25
2010-01-06,3.6,5.49,4.25,2.25
2010-01-13,3.6,5.49,4.25,2.25
2010-01-20,3.6,5.49,4.25,2.25
2010-01-27,3.6,5.49,4.25,2.25
2010-02-03,3.6,5.39,4.15,2.25
2010-02-10,3.6,5.39,4.15,2.25
2010-02-17,3.6,5.39,4.15,2.25
2010-02-24,3.6,5.39,4.15,2.25
2010-03-03,3.6,5.39,4.15,2.25
2010-03-10,3.6,5.39,4.15,2.25
2010-03-17,3.6,5.25,4.15,2.25
2010-03-24,3.6,5.25,4.15,2.25
2010-03-31,3.6,5.85,4.35,2.25
2010-04-07,3.6,5.85,4.35,2.25
2010-04-14,3.6,5.85,4.35,2.25
2010-04-21,3.6,6.1,4.6,2.25
2010-04-28,3.8,6.25,4.75,2.25
2010-05-05,3.8,6.25,4.75,2.25
2010-05-12,3.7,6.1,4.75,2.25
2010-05-19,3.7,6.1,4.6,2.25
2010-05-26,3.7,5.99,4.6,2.25
2010-06-02,3.7,5.99,4.6,2.5
2010-06-09,3.7,5.99,4.6,2.5
2010-06-16,3.7,5.99,4.6,2.5
2010-06-23,3.7,5.99,4.6,2.5
2010-06-30,3.6,5.89,4.5,2.5
2010-07-07,3.5,5.79,4.4,2.5
2010-07-14,3.5,5.79,4.4,2.5
2010-07-21,3.5,5.79,4.4,2.75
2010-07-28,3.5,5.79,4.4,2.75
2010-08-04,3.5,5.79,4.4,2.75
2010-08-11,3.3,5.59,4.2,2.75
2010-08-18,3.3,5.49,4.1,2.75
2010-08-25,3.3,5.39,4.1,2.75
2010-09-01,3.3,5.39,4.1,2.75
2010-09-08,3.3,5.39,4.1,2.75
2010-09-15,3.3,5.39,4.1,3
2010-09-22,3.3,5.39,4.1,3
2010-09-29,3.3,5.39,4.1,3
2010-10-06,3.3,5.39,4.1,3
2010-10-13,3.3,5.29,4.1,3
2010-10-20,3.2,5.29,4,3
2010-10-27,3.2,5.29,4,3
2010-11-03,3.2,5.29,4,3
2010-11-10,3.2,5.19,4,3
2010-11-17,3.35,5.19,4,3
2010-11-24,3.35,5.44,4.25,3
2010-12-01,3.35,5.19,4.15,3
2010-12-08,3.35,5.19,4.15,3
2010-12-15,3.35,5.19,4.15,3
2010-12-22,3.35,5.19,4.15,3
2010-12-29,3.35,5.19,4.15,3
2011-01-05,3.35,5.19,4.15,3
2011-01-12,3.35,5.19,4.15,3
2011-01-19,3.35,5.19,4.15,3
2011-01-26,3.35,5.19,4.15,3
2011-02-02,3.35,5.19,4.15,3
2011-02-09,3.5,5.44,4.35,3
2011-02-16,3.5,5.44,4.35,3
2011-02-23,3.5,5.44,4.35,3
2011-03-02,3.5,5.44,4.35,3
2011-03-09,3.5,5.44,4.35,3
2011-03-16,3.5,5.44,4.35,3
2011-03-23,3.5,5.34,4.35,3
2011-03-30,3.5,5.34,4.35,3
2011-04-06,3.7,5.69,4.55,3
2011-04-13,3.7,5.69,4.55,3
2011-04-20,3.7,5.69,4.55,3
2011-04-27,3.7,5.69,4.55,3
2011-05-04,3.7,5.69,4.55,3
2011-05-11,3.7,5.69,4.55,3
2011-05-18,3.7,5.69,4.55,3
2011-05-25,3.7,5.59,4.55,3
2011-06-01,3.6,5.49,4.45,3
2011-06-08,3.5,5.39,4.25,3
2011-06-15,3.5,5.39,4.25,3
2011-06-22,3.5,5.39,4.25,3
2011-06-29,3.5,5.39,4.25,3
2011-07-06,3.6,5.54,4.45,3
2011-07-13,3.6,5.54,4.35,3
2011-07-20,3.5,5.39,4.35,3
2011-07-27,3.5,5.39,4.35,3
2011-08-03,3.5,5.39,4.35,3
2011-08-10,3.5,5.39,4.35,3
2011-08-17,3.5,5.39,4.35,3
2011-08-24,3.5,5.39,4.35,3
2011-08-31,3.5,5.39,4.35,3
2011-09-07,3.5,5.39,4.35,3
2011-09-14,3.5,5.39,4.35,3
2011-09-21,3.5,5.19,4.35,3
2011-09-28,3.5,5.19,4.35,3
2011-10-05,3.5,5.19,4.35,3
2011-10-12,3.5,5.29,4.05,3
2011-10-19,3.5,5.29,4.05,3
2011-10-26,3.5,5.29,4.05,3
2011-11-02,3.5,5.29,4.05,3
2011-11-09,3.5,5.29,4.05,3
2011-11-16,3.5,5.29,4.05,3
2011-11-23,3.5,5.29,4.05,3
2011-11-30,3.5,5.29,4.05,3
2011-12-07,3.5,5.29,4.05,3
2011-12-14,3.5,5.29,4.05,3
2011-12-21,3.5,5.29,4.05,3
2011-12-28,3.5,5.29,4.05,3
2012-01-04,3.5,5.29,4.05,3
2012-01-11,3.5,5.29,4.05,3
2012-01-18,3.5,5.29,4.05,3
2012-01-25,3.5,5.29,4.05,3
2012-02-01,3.5,5.14,3.95,3
2012-02-08,3.2,5.14,3.95,3
2012-02-15,3.2,5.24,3.95,3
2012-02-22,3.2,5.24,3.95,3
2012-02-29,3.2,5.24,3.95,3
2012-03-07,3.2,5.24,3.95,3
2012-03-14,3.2,5.24,3.95,3
2012-03-21,3.2,5.24,3.95,3
2012-03-28,3.2,5.24,3.95,3
2012-04-04,3.2,5.44,3.95,3
2012-04-11,3.2,5.44,3.95,3
2012-04-18,3.2,5.44,3.95,3
2012-04-25,3.2,5.44,3.95,3
2012-05-02,3.2,5.44,3.95,3
2012-05-09,3.2,5.44,3.95,3
2012-05-16,3.2,5.44,3.95,3
2012-05-23,3.2,5.44,3.95,3
2012-05-30,3.2,5.34,3.95,3
2012-06-06,3.2,5.24,3.95,3
2012-06-13,3.2,5.24,3.95,3
2012-06-20,3.2,5.24,3.95,3
2012-06-27,3.2,5.24,3.95,3
2012-07-04,3.2,5.24,3.95,3
2012-07-11,3.2,5.24,3.95,3
2012-07-18,3.1,5.24,3.95,3
2012-07-25,3.1,5.24,3.95,3
2012-08-01,3.1,5.24,3.95,3
2012-08-08,3.1,5.24,3.95,3
2012-08-15,3.1,5.24,3.95,3
2012-08-22,3.1,5.24,3.95,3
2012-08-29,3.1,5.24,4.05,3
2012-09-05,3.1,5.24,4.05,3
2012-09-12,3.1,5.24,4.05,3
2012-09-19,3.1,5.24,4.05,3
2012-09-26,3.1,5.24,3.85,3
2012-10-03,3.1,5.24,3.85,3
2012-10-10,3.1,5.24,3.85,3
2012-10-17,3.1,5.24,3.85,3
2012-10-24,3.1,5.24,3.85,3
2012-10-31,3.1,5.24,3.7,3
2012-11-07,3.1,5.24,3.7,3
2012-11-14,3.1,5.24,3.7,3
2012-11-21,3.1,5.24,3.7,3
2012-11-28,3.1,5.24,3.7,3
2012-12-05,3.1,5.24,3.7,3
2012-12-12,3.1,5.24,3.7,3
2012-12-19,3,5.24,3.7,3
2012-12-26,3,5.24,3.7,3
2013-01-02,3,5.24,3.7,3
2013-01-09,3,5.24,3.7,3
2013-01-16,3,5.24,3.65,3
2013-01-23,3,5.24,3.65,3
2013-01-30,3,5.24,3.65,3
2013-02-06,3,5.24,3.65,3
2013-02-13,3,5.24,3.65,3
2013-02-20,3,5.24,3.65,3
2013-02-27,3,5.24,3.65,3
2013-03-06,3,5.24,3.65,3
2013-03-13,3,5.14,3.55,3
2013-03-20,3,5.14,3.55,3
2013-03-27,3,5.14,3.55,3
2013-04-03,3,5.14,3.55,3
2013-04-10,3,5.14,3.55,3
2013-04-17,3,5.14,3.55,3
2013-04-24,3,5.14,3.55,3
2013-05-01,3,5.14,3.55,3
2013-05-08,3,5.14,3.55,3
2013-05-15,3,5.14,3.55,3
2013-05-22,3,5.14,3.55,3
2013-05-29,3,5.14,3.55,3
2013-06-05,3,5.14,3.55,3
2013-06-12,3.14,5.14,3.55,3
2013-06-19,3.14,5.14,3.65,3
2013-06-26,3.14,5.14,3.65,3
2013-07-03,3.14,5.14,3.75,3
2013-07-10,3.14,5.14,3.75,3
2013-07-17,3.14,5.14,3.75,3
2013-07-24,3.14,5.14,3.75,3
2013-07-31,3.14,5.14,3.75,3
2013-08-07,3.14,5.14,3.75,3
2013-08-14,3.14,5.14,3.75,3
2013-08-21,3.14,5.14,3.75,3
2013-08-28,3.14,5.34,3.95,3
2013-09-04,3.14,5.34,3.95,3
2013-09-11,3.14,5.34,3.95,3
2013-09-18,3.14,5.34,3.95,3
2013-09-25,3.14,5.34,3.95,3
2013-10-02,3.14,5.34,3.95,3
2013-10-09,3.14,5.34,3.95,3
2013-10-16,3.14,5.34,3.95,3
2013-10-23,3.14,5.34,3.95,3
2013-10-30,3.14,5.34,3.95,3
2013-11-06,3.14,5.34,3.95,3
2013-11-13,3.14,5.34,3.95,3
2013-11-20,3.14,5.34,3.95,3
2013-11-27,3.14,5.34,3.95,3
2013-12-04,3.14,5.34,3.95,3
2013-12-11,3.14,5.34,3.95,3
2013-12-18,3.14,5.34,3.95,3
2013-12-25,3.14,5.34,3.95,3
2014-01-01,3.14,5.34,3.95,3
2014-01-08,3.14,5.34,3.95,3
2014-01-15,3.14,5.34,3.95,3
2014-01-22,3.14,5.24,3.75,3
2014-01-29,3.14,5.24,3.75,3
2014-02-05,3.14,5.24,3.75,3
2014-02-12,3.14,5.24,3.75,3
2014-02-19,3.14,5.24,3.75,3
2014-02-26,3.14,5.24,3.75,3
2014-03-05,3.14,4.99,3.75,3
2014-03-12,3.14,4.99,3.75,3
2014-03-19,3.14,4.99,3.75,3
2014-03-26,3.14,4.99,3.75,3
2014-04-02,3.14,4.99,3.75,3
