date,Conventional mortgage - 1-year,Conventional mortgage - 5-year,Conventional mortgage - 3-year,Prime rate
2014-04-09,3.14,4.79,3.75,3
2014-04-16,3.14,4.79,3.75,3
2014-04-23,3.14,4.79,3.75,3
2014-04-30,3.14,4.79,3.75,3
2014-05-07,3.14,4.79,3.75,3
2014-05-14,3.14,4.79,3.75,3
2014-05-21,3.14,4.79,3.75,3
2014-05-28,3.14,4.79,3.75,3
2014-06-04,3.14,4.79,3.75,3
2014-06-11,3.14,4.79,3.75,3
2014-06-18,3.14,4.79,3.75,3
2014-06-25,3.14,4.79,3.75,3
2014-07-02,3.14,4.79,3.75,3
2014-07-09,3.14,4.79,3.75,3
2014-07-16,3.14,4.79,3.75,3
2014-07-23,3.14,4.79,3.75,3
2014-07-30,3.14,4.79,3.75,3
2014-08-06,3.14,4.79,3.75,3
2014-08-13,3.14,4.79,3.75,3
2014-08-20,3.14,4.79,3.75,3
2014-08-27,3.14,4.79,3.75,3
2014-09-03,3.14,4.79,3.75,3
2014-09-10,3.14,4.79,3.75,3
2014-09-17,3.14,4.79,3.75,3
2014-09-24,3.14,4.79,3.75,3
2014-10-01,3.14,4.79,3.75,3
2014-10-08,3.14,4.79,3.44,3
2014-10-15,3.14,4.79,3.44,3
2014-10-22,3.14,4.79,3.44,3
2014-10-29,3.14,4.79,3.44,3
2014-11-05,3.14,4.79,3.44,3
2014-11-12,3.14,4.79,3.44,3
2014-11-19,3.14,4.79,3.44,3
2014-11-26,3.14,4.79,3.44,3
2014-12-03,3.14,4.79,3.44,3
2014-12-10,3.14,4.79,3.44,3
2014-12-17,3.14,4.79,3.44,3
2014-12-24,3.14,4.79,3.44,3
2014-12-31,3.14,4.79,3.44,3
2015-01-07,3.14,4.79,3.44,3
2015-01-14,3.14,4.79,3.44,3
2015-01-21,3.14,4.79,3.44,3
2015-01-28,3.14,4.79,3.44,2.85
2015-02-04,3.14,4.79,3.8,2.85
2015-02-11,3.14,4.79,3.8,2.85
2015-02-18,3.14,4.79,3.8,2.85
2015-02-25,2.89,4.74,3.39,2.85
2015-03-04,2.89,4.74,3.39,2.85
2015-03-11,2.89,4.74,3.39,2.85
2015-03-18,2.89,4.74,3.39,2.85
2015-03-25,2.89,4.74,3.39,2.85
2015-04-01,2.89,4.74,3.39,2.85
2015-04-08,2.89,4.64,3.39,2.85
2015-04-15,2.89,4.64,3.39,2.85
2015-04-22,2.89,4.64,3.39,2.85
2015-04-29,2.89,4.64,3.39,2.85
2015-05-06,2.89,4.64,3.39,2.85
2015-05-13,2.89,4.64,3.39,2.85
2015-05-20,2.89,4.64,3.39,2.85
2015-05-27,2.89,4.64,3.39,2.85
2015-06-03,2.89,4.64,3.39,2.85
2015-06-10,2.89,4.64,3.39,2.85
2015-06-17,2.89,4.64,3.39,2.85
2015-06-24,2.89,4.64,3.39,2.85
2015-07-01,2.89,4.64,3.39,2.85
2015-07-08,2.89,4.64,3.39,2.85
2015-07-15,2.89,4.64,3.39,2.85
2015-07-22,2.89,4.64,3.39,2.7
2015-07-29,2.89,4.64,3.39,2.7
2015-08-05,2.89,4.64,3.39,2.7
2015-08-12,2.89,4.64,3.39,2.7
2015-08-19,2.89,4.64,3.39,2.7
2015-08-26,2.89,4.64,3.39,2.7
2015-09-02,2.89,4.64,3.39,2.7
2015-09-09,2.89,4.64,3.39,2.7
2015-09-16,2.89,4.64,3.39,2.7
2015-09-23,2.89,4.64,3.39,2.7
2015-09-30,2.89,4.64,3.39,2.7
2015-10-07,2.89,4.64,3.39,2.7
2015-10-14,2.89,4.64,3.39,2.7
2015-10-21,2.89,4.64,3.39,2.7
2015-10-28,2.89,4.64,3.39,2.7
2015-11-04,3.14,4.64,3.39,2.7
2015-11-11,3.14,4.64,3.39,2.7
2015-11-18,3.14,4.64,3.39,2.7
2015-11-25,3.14,4.64,3.39,2.7
2015-12-02,3.14,4.64,3.39,2.7
2015-12-09,3.14,4.64,3.39,2.7
2015-12-16,3.14,4.64,3.39,2.7
2015-12-23,3.14,4.64,3.39,2.7
2015-12-30,3.14,4.64,3.39,2.7
2016-01-06,3.14,4.64,3.39,2.7
2016-01-13,3.14,4.64,3.39,2.7
2016-01-20,3.14,4.64,3.39,2.7
2016-01-27,3.14,4.64,3.39,2.7
2016-02-03,3.14,4.64,3.39,2.7
2016-02-10,3.14,4.64,3.39,2.7
2016-02-17,3.14,4.64,3.39,2.7
2016-02-24,3.14,4.64,3.39,2.7
2016-03-02,3.14,4.64,3.39,2.7
2016-03-09,3.14,4.64,3.39,2.7
2016-03-16,3.14,4.64,3.39,2.7
2016-03-23,3.14,4.64,3.39,2.7
2016-03-30,3.14,4.64,3.39,2.7
2016-04-06,3.14,4.64,3.39,2.7
2016-04-13,3.14,4.64,3.39,2.7
2016-04-20,3.14,4.64,3.39,2.7
2016-04-27,3.14,4.64,3.39,2.7
2016-05-04,3.14,4.64,3.39,2.7
2016-05-11,3.14,4.64,3.39,2.7
2016-05-18,3.14,4.64,3.39,2.7
2016-05-25,3.14,4.64,3.39,2.7
2016-06-01,3.14,4.64,3.39,2.7
2016-06-08,3.14,4.64,3.39,2.7
2016-06-15,3.14,4.64,3.39,2.7
2016-06-22,3.14,4.64,3.39,2.7
2016-06-29,3.14,4.64,3.39,2.7
2016-07-06,3.14,4.74,3.39,2.7
2016-07-13,3.14,4.74,3.39,2.7
2016-07-20,3.14,4.74,3.39,2.7
2016-07-27,3.14,4.74,3.39,2.7
2016-08-03,3.14,4.74,3.39,2.7
2016-08-10,3.14,4.74,3.39,2.7
2016-08-17,3.14,4.74,3.39,2.7
2016-08-24,3.14,4.74,3.39,2.7
2016-08-31,3.14,4.74,3.39,2.7
2016-09-07,3.14,4.64,3.39,2.7
2016-09-14,3.14,4.64,3.39,2.7
2016-09-21,3.14,4.64,3.39,2.7
2016-09-28,3.14,4.64,3.39,2.7
2016-10-05,3.14,4.64,3.39,2.7
2016-10-12,3.14,4.64,3.39,2.7
2016-10-19,3.14,4.64,3.39,2.7
2016-10-26,3.14,4.64,3.39,2.7
2016-11-02,3.14,4.64,3.39,2.7
2016-11-09,3.14,4.64,3.39,2.7
2016-11-16,3.14,4.64,3.39,2.7
2016-11-23,3.14,4.64,3.39,2.7
2016-11-30,3.14,4.64,3.39,2.7
2016-12-07,3.14,4.64,3.39,2.7
2016-12-14,3.14,4.64,3.39,2.7
2016-12-21,3.14,4.64,3.39,2.7
2016-12-28,3.14,4.64,3.39,2.7
2017-01-04,3.14,4.64,3.39,2.7
2017-01-11,3.14,4.64,3.39,2.7
2017-01-18,3.14,4.64,3.39,2.7
2017-01-25,3.14,4.64,3.39,2.7
2017-02-01,3.14,4.64,3.39,2.7
2017-02-08,3.14,4.64,3.39,2.7
2017-02-15,3.14,4.64,3.39,2.7
2017-02-22,3.14,4.64,3.39,2.7
2017-03-01,3.14,4.64,3.39,2.7
2017-03-08,3.14,4.64,3.39,2.7
2017-03-15,3.14,4.64,3.39,2.7
2017-03-22,3.14,4.64,3.39,2.7
2017-03-29,3.14,4.64,3.39,2.7
2017-04-05,3.14,4.64,3.39,2.7
2017-04-12,3.14,4.64,3.39,2.7
2017-04-19,3.14,4.64,3.39,2.7
2017-04-26,3.14,4.64,3.39,2.7
2017-05-03,3.14,4.64,3.39,2.7
2017-05-10,3.14,4.64,3.39,2.7
2017-05-17,3.14,4.64,3.39,2.7
2017-05-24,3.14,4.64,3.39,2.7
2017-05-31,3.14,4.64,3.39,2.7
2017-06-07,3.14,4.64,3.39,2.7
2017-06-14,3.14,4.64,3.39,2.7
2017-06-21,3.14,4.64,3.39,2.7
2017-06-28,3.14,4.64,3.39,2.7
2017-07-05,3.14,4.64,3.39,2.7
2017-07-12,3.14,4.64,3.39,2.7
2017-07-19,3.14,4.84,3.39,2.95
2017-07-26,3.14,4.84,3.39,2.95
2017-08-02,3.14,4.84,3.39,2.95
2017-08-09,3.14,4.84,3.39,2.95
2017-08-16,3.14,4.84,3.39,2.95
2017-08-23,3.14,4.84,3.39,2.95
2017-08-30,3.14,4.84,3.39,2.95
2017-09-06,3.14,4.84,3.39,2.95
2017-09-13,3.14,4.84,3.39,3.2
2017-09-20,3.14,4.84,3.54,3.2
2017-09-27,3.09,4.89,3.59,3.2
2017-10-04,3.24,4.89,3.59,3.2
2017-10-11,3.24,4.89,3.64,3.2
2017-10-18,3.24,4.89,3.64,3.2
2017-10-25,3.24,4.99,3.64,3.2
2017-11-01,3.24,4.99,3.74,3.2
2017-11-08,3.24,4.99,3.74,3.2
2017-11-15,3.24,4.99,3.74,3.2
2017-11-22,3.24,4.99,3.74,3.2
2017-11-29,3.24,4.99,3.74,3.2
2017-12-06,3.24,4.99,3.74,3.2
2017-12-13,3.24,4.99,3.74,3.2
2017-12-20,3.24,4.99,3.74,3.2
2017-12-27,3.24,4.99,3.74,3.2
2018-01-03,3.24,4.99,3.74,3.2
2018-01-10,3.24,4.99,3.74,3.2
2018-01-17,3.34,5.14,4.15,3.2
2018-01-24,3.34,5.14,4.15,3.45
2018-01-31,3.34,5.14,4.15,3.45
2018-02-07,3.34,5.14,4.15,3.45
2018-02-14,3.34,5.14,4.15,3.45
2018-02-21,3.34,5.14,4.15,3.45
2018-02-28,3.34,5.14,4.15,3.45
2018-03-07,3.34,5.14,4.15,3.45
2018-03-14,3.34,5.14,4.15,3.45
2018-03-21,3.34,5.14,4.15,3.45
2018-03-28,3.34,5.14,4.15,3.45
2018-04-04,3.34,5.14,4.15,3.45
2018-04-11,3.34,5.14,4.15,3.45
2018-04-18,3.34,5.14,4.15,3.45
2018-04-25,3.34,5.14,4.15,3.45
2018-05-02,3.49,5.14,4.3,3.45
2018-05-09,3.49,5.34,4.3,3.45
2018-05-16,3.49,5.34,4.3,3.45
2018-05-23,3.49,5.34,4.3,3.45
2018-05-30,3.49,5.34,4.3,3.45
2018-06-06,3.49,5.34,4.3,3.45
2018-06-13,3.49,5.34,4.3,3.45
2018-06-20,3.49,5.34,4.3,3.45
2018-06-27,3.49,5.34,4.3,3.45
2018-07-04,3.49,5.34,4.3,3.45
2018-07-11,3.49,5.34,4.3,3.7
2018-07-18,3.49,5.34,4.3,3.7
2018-07-25,3.49,5.34,4.3,3.7
2018-08-01,3.49,5.34,4.3,3.7
2018-08-08,3.49,5.34,4.3,3.7
2018-08-15,3.49,5.34,4.3,3.7
2018-08-22,3.49,5.34,4.3,3.7
2018-08-29,3.49,5.34,4.3,3.7
2018-09-05,3.49,5.34,4.3,3.7
2018-09-12,3.49,5.34,4.3,3.7
2018-09-19,3.49,5.34,4.3,3.7
2018-09-26,3.49,5.34,4.3,3.7
2018-10-03,3.49,5.34,4.3,3.7
2018-10-10,3.49,5.34,4.29,3.7
2018-10-17,3.64,5.34,4.29,3.7
2018-10-24,3.64,5.34,4.29,3.7
2018-10-31,3.64,5.34,4.29,3.95
2018-11-07,3.64,5.34,4.29,3.95
2018-11-14,3.64,5.34,4.29,3.95
2018-11-21,3.64,5.34,4.29,3.95
2018-11-28,3.64,5.34,4.29,3.95
2018-12-05,3.64,5.34,4.29,3.95
2018-12-12,3.64,5.34,4.29,3.95
2018-12-19,3.64,5.34,4.29,3.95
2018-12-26,3.64,5.34,4.29,3.95
2019-01-02,3.64,5.34,4.29,3.95
2019-01-09,3.64,5.34,4.29,3.95
2019-01-16,3.64,5.34,4.29,3.95
2019-01-23,3.64,5.34,4.29,3.95
2019-01-30,3.64,5.34,4.29,3.95
2019-02-06,3.64,5.34,4.29,3.95
2019-02-13,3.64,5.34,4.29,3.95
2019-02-20,3.64,5.34,4.29,3.95
2019-02-27,3.64,5.34,4.29,3.95
2019-03-06,3.64,5.34,4.29,3.95
2019-03-13,3.64,5.34,4.29,3.95
2019-03-20,3.64,5.34,4.29,3.95
2019-03-27,3.64,5.34,4.29,3.95
2019-04-03,3.64,5.34,4.29,3.95
2019-04-10,3.64,5.34,4.29,3.95
2019-04-17,3.64,5.34,4.29,3.95
2019-04-24,3.64,5.34,4.29,3.95
2019-05-01,3.64,5.34,4.29,3.95
2019-05-08,3.64,5.34,4.29,3.95
2019-05-15,3.64,5.34,4.29,3.95
2019-05-22,3.64,5.34,4.29,3.95
2019-05-29,3.64,5.34,4.29,3.95
2019-06-05,3.64,5.34,4.29,3.95
2019-06-12,3.64,5.34,4.29,3.95
2019-06-19,3.64,5.34,4.29,3.95
2019-06-26,3.64,5.34,4.29,3.95
2019-07-03,3.64,5.34,4.29,3.95
2019-07-10,3.64,5.34,4.29,3.95
2019-07-17,3.64,5.19,4.29,3.95
2019-07-24,3.64,5.19,4.29,3.95
2019-07-31,3.64,5.19,4.29,3.95
2019-08-07,3.64,5.19,4.29,3.95
2019-08-14,3.64,5.19,4.29,3.95
2019-08-21,3.64,5.19,4.29,3.95
2019-08-28,3.64,5.19,3.94,3.95
2019-09-04,3.64,5.19,3.94,3.95
2019-09-11,3.64,5.19,3.94,3.95
2019-09-18,3.64,5.19,3.94,3.95
2019-09-25,3.64,5.19,3.94,3.95
2019-10-02,3.64,5.19,3.94,3.95
2019-10-09,3.64,5.19,3.94,3.95
2019-10-16,3.64,5.19,3.94,3.95
2019-10-23,3.64,5.19,3.94,3.95
2019-10-30,3.64,5.19,3.94,3.95
2019-11-06,3.64,5.19,3.94,3.95
2019-11-13,3.64,5.19,3.94,3.95
2019-11-20,3.64,5.19,3.94,3.95
2019-11-27,3.64,5.19,3.94,3.95
2019-12-04,3.64,5.19,3.94,3.95
2019-12-11,3.64,5.19,3.94,3.95
2019-12-18,3.64,5.19,3.94,3.95
2019-12-25,3.64,5.19,3.94,3.95
2020-01-01,3.64,5.19,3.94,3.95
2020-01-08,3.64,5.19,3.94,3.95
2020-01-15,3.64,5.19,3.94,3.95
2020-01-22,3.64,5.19,3.94,3.95
2020-01-29,3.64,5.19,3.94,3.95
2020-02-05,3.64,5.19,3.94,3.95
2020-02-12,3.64,5.19,3.94,3.95
2020-02-19,3.64,5.19,3.94,3.95
2020-02-26,3.64,5.19,3.94,3.95
2020-03-04,3.64,5.19,3.94,3.95
2020-03-11,3.39,5.19,3.94,3.45
2020-03-18,3.29,5.04,3.94,2.95
2020-03-25,3.29,5.04,3.94,2.95
2020-04-01,3.29,5.04,3.94,2.45
2020-04-08,3.29,5.04,3.94,2.45
2020-04-15,3.29,5.04,3.94,2.45
2020-04-22,3.29,5.04,4.05,2.45
2020-04-29,3.29,5.04,4.05,2.45
2020-05-06,3.29,5.04,4.05,2.45
2020-05-13,3.29,5.04,3.94,2.45
2020-05-20,3.19,4.94,3.89,2.45
2020-05-27,3.19,4.94,3.89,2.45
2020-06-03,3.19,4.94,3.89,2.45
2020-06-10,3.19,4.94,3.89,2.45
2020-06-17,3.19,4.94,3.89,2.45
2020-06-24,3.19,4.94,3.89,2.45
2020-07-01,3.19,4.94,3.89,2.45
2020-07-08,3.19,4.94,3.89,2.45
2020-07-15,3.09,4.94,3.79,2.45
2020-07-22,3.09,4.94,3.79,2.45
2020-07-29,3.09,4.94,3.79,2.45
2020-08-05,3.09,4.94,3.89,2.45
2020-08-12,3.09,4.79,3.75,2.45
2020-08-19,3.09,4.79,3.75,2.45
2020-08-26,3.09,4.79,3.75,2.45
2020-09-02,3.09,4.79,3.59,2.45
2020-09-09,3.09,4.79,3.59,2.45
2020-09-16,3.09,4.79,3.59,2.45
2020-09-23,3.09,4.79,3.59,2.45
2020-09-30,3.09,4.79,3.59,2.45
2020-10-07,3.09,4.79,3.59,2.45
2020-10-14,3.09,4.79,3.59,2.45
2020-10-21,3.09,4.79,3.59,2.45
2020-10-28,3.09,4.79,3.59,2.45
2020-11-04,3.09,4.79,3.59,2.45
2020-11-11,3.09,4.79,3.59,2.45
2020-11-18,3.09,4.79,3.59,2.45
2020-11-25,3.09,4.79,3.59,2.45
2020-12-02,3.09,4.79,3.59,2.45
2020-12-09,3.09,4.79,3.45,2.45
2020-12-16,3.09,4.79,3.49,2.45
2020-12-23,3.09,4.79,3.49,2.45
2020-12-30,3.09,4.79,3.49,2.45
2021-01-06,3.09,4.79,3.49,2.45
2021-01-13,2.79,4.79,3.49,2.45
2021-01-20,2.79,4.79,3.49,2.45
2021-01-27,2.79,4.79,3.49,2.45
2021-02-03,2.79,4.79,3.49,2.45
2021-02-10,2.79,4.79,3.49,2.45
2021-02-17,2.79,4.79,3.49,2.45
2021-02-24,2.79,4.79,3.49,2.45
2021-03-03,2.79,4.79,3.49,2.45
2021-03-10,2.79,4.79,3.49,2.45
2021-03-17,2.79,4.79,3.49,2.45
2021-03-24,2.79,4.79,3.49,2.45
2021-03-31,2.79,4.79,3.49,2.45
2021-04-07,2.79,4.79,3.49,2.45
2021-04-14,2.79,4.79,3.49,2.45
2021-04-21,2.79,4.79,3.49,2.45
2021-04-28,2.79,4.79,3.49,2.45
2021-05-05,2.79,4.79,3.49,2.45
2021-05-12,2.79,4.79,3.49,2.45
2021-05-19,2.79,4.79,3.49,2.45
2021-05-26,2.79,4.79,3.49,2.45
2021-06-02,2.79,4.79,3.49,2.45
2021-06-09,2.79,4.79,3.49,2.45
2021-06-16,2.79,4.79,3.49,2.45
2021-06-23,2.79,4.79,3.49,2.45
2021-06-30,2.79,4.79,3.49,2.45
2021-07-07,2.79,4.79,3.49,2.45
2021-07-14,2.79,4.79,3.49,2.45
2021-07-21,2.79,4.79,3.49,2.45
2021-07-28,2.79,4.79,3.49,2.45
2021-08-04,2.79,4.79,3.49,2.45
2021-08-11,2.79,4.79,3.49,2.45
2021-08-18,2.79,4.79,3.49,2.45
2021-08-25,2.79,4.79,3.49,2.45
2021-09-01,2.79,4.79,3.49,2.45
2021-09-08,2.79,4.79,3.49,2.45
2021-09-15,2.79,4.79,3.49,2.45
2021-09-22,2.79,4.79,3.49,2.45
2021-09-29,2.79,4.79,3.49,2.45
2021-10-06,2.79,4.79,3.49,2.45
2021-10-13,2.79,4.79,3.49,2.45
2021-10-20,2.79,4.79,3.49,2.45
2021-10-27,2.79,4.79,3.49,2.45
2021-11-03,2.79,4.79,3.49,2.45
2021-11-10,2.79,4.79,3.49,2.45
2021-11-17,2.79,4.79,3.49,2.45
2021-11-24,2.79,4.79,3.49,2.45
2021-12-01,2.79,4.79,3.49,2.45
2021-12-08,2.79,4.79,3.49,2.45
2021-12-15,2.79,4.79,3.49,2.45
2021-12-22,2.79,4.79,3.49,2.45
2021-12-29,2.79,4.79,3.49,2.45
2022-01-05,2.79,4.79,3.49,2.45
2022-01-12,2.79,4.79,3.49,2.45
2022-01-19,2.79,4.79,3.49,2.45
2022-01-26,2.79,4.79,3.49,2.45
2022-02-02,2.79,4.79,3.49,2.45
2022-02-09,2.79,4.79,3.49,2.45
2022-02-16,2.79,4.79,3.49,2.45
2022-02-23,2.79,4.79,3.49,2.45
2022-03-02,2.79,4.79,3.49,2.45
2022-03-09,2.79,4.79,3.49,2.7
2022-03-16,2.79,4.79,3.49,2.7
2022-03-23,2.94,4.79,3.49,2.7
2022-03-30,2.99,4.79,3.69,2.7
2022-04-06,3.09,4.79,3.89,2.7
2022-04-13,3.09,4.79,3.89,2.7
2022-04-20,3.09,4.99,3.89,3.2
2022-04-27,3.29,4.99,4.09,3.2
2022-05-04,3.29,4.99,4.09,3.2
2022-05-11,3.49,4.99,4.39,3.2
2022-05-18,3.49,4.99,4.39,3.2
2022-05-25,3.79,5.39,4.49,3.2
2022-06-01,3.79,5.39,4.49,3.2
2022-06-08,3.79,5.39,4.49,3.7
2022-06-15,4.29,5.64,4.89,3.7
2022-06-22,4.69,6.04,5.24,3.7
2022-06-29,4.74,6.04,5.39,3.7
2022-07-06,4.74,6.04,5.39,3.7
2022-07-13,4.74,6.04,5.39,3.7
2022-07-20,4.74,6.04,5.39,4.7
2022-07-27,5.19,6.14,5.64,4.7
2022-08-03,5.19,6.14,5.64,4.7
2022-08-10,5.19,6.14,5.64,4.7
2022-08-17,5.19,6.14,5.64,4.7
2022-08-24,5.19,6.14,5.64,4.7
2022-08-31,5.19,6.14,5.64,4.7
2022-09-07,5.19,6.14,5.64,4.7
2022-09-14,5.39,6.14,5.64,5.45
2022-09-21,5.69,6.14,5.64,5.45
2022-09-28,5.69,6.14,5.74,5.45
2022-10-05,6.09,6.14,6.04,5.45
2022-10-12,6.09,6.14,6.04,5.45
2022-10-19,6.09,6.49,6.04,5.45
2022-10-26,6.09,6.49,6.04,5.45
2022-11-02,6.09,6.49,6.04,5.95
2022-11-09,6.09,6.49,6.04,5.95
2022-11-16,6.09,6.49,6.04,5.95
2022-11-23,6.09,6.49,6.04,5.95
2022-11-30,6.09,6.49,6.14,5.95
2022-12-07,6.09,6.49,6.05,5.95
2022-12-14,6.34,6.49,6.14,6.45
2022-12-21,6.34,6.49,6.14,6.45
2022-12-28,6.34,6.49,6.14,6.45
2023-01-04,6.34,6.49,6.14,6.45
2023-01-11,6.34,6.49,6.14,6.45
2023-01-18,6.34,6.49,6.14,6.45
2023-01-25,6.34,6.49,6.14,6.45
2023-02-01,6.34,6.49,6.14,6.7
2023-02-08,6.34,6.49,6.14,6.7
2023-02-15,6.34,6.49,6.14,6.7
2023-02-22,6.34,6.49,6.14,6.7
2023-03-01,6.34,6.49,6.14,6.7
2023-03-08,6.34,6.49,6.14,6.7
2023-03-15,6.34,6.49,6.14,6.7
2023-03-22,6.29,6.49,6.14,6.7
2023-03-29,6.29,6.49,6.14,6.7
2023-04-05,6.29,6.49,6.14,6.7
2023-04-12,6.29,6.49,6.14,6.7
2023-04-19,6.29,6.49,6.14,6.7
2023-04-26,6.29,6.49,6.14,6.7
2023-05-03,6.29,6.49,6.14,6.7
2023-05-10,6.29,6.49,6.14,6.7
2023-05-17,6.29,6.49,6.14,6.7
2023-05-24,6.29,6.49,6.14,6.7
2023-05-31,6.34,6.49,6.24,6.7
2023-06-07,6.94,6.49,6.4,6.7
2023-06-14,6.94,6.49,6.4,6.95
2023-06-21,6.94,6.49,6.4,6.95
